f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,label
0.9336017948380266,1.9572095164871641,-4.4216761030190534,-0.4238397876606186,0.5499090009646912,-1.3593766678882648,0.8972764675819795,0.7201197827108377,-1.37355617293596,0.6718681680244765,0.43630938736748287,-0.8130022391086212,0.5906698832213517,-0.6967872768280877,1.1466577396520996,1.8179542009227319,9
1.4607421777053866,-3.187561871802462,0.6828797614924068,-0.8545648722655627,-1.907672811944433,-1.8267533451578277,-1.3204689644210856,0.11698940708363137,0.3113082528523184,-0.4624707173514912,0.20185365923271503,-0.4146706903896749,0.5680139171123003,0.10912513694654341,2.310965167986961,-1.026186447133591,7
0.7807746735747797,-0.5713122413874746,-2.0767759078155192,2.000644170991412,-0.08402057872207057,2.3159542637103745,4.249822140047271,0.8353542841288597,-0.9506392135095182,-0.2635827910372506,0.3858740718053374,-0.9986012261261948,-0.9473823094886965,0.3193545272849582,-0.5167148837817956,0.13269614487924078,5
0.27797365955683057,-3.8810109420781167,-0.5638666334727577,0.22723378544681527,-0.609112634708984,-1.460689468327285,-1.3064952626640587,-1.5314689521868086,-1.6269922940847843,0.5854641760457827,1.4871526332386582,2.220922208704466,-0.8367514701830168,0.15285234850699542,-1.0078234249558238,-0.7090535699923238,7
1.8178520685907857,-2.5155820619293516,2.0606833770633006,1.9053498000853395,-0.015450292724441714,-0.9547095537190975,0.21333443815870343,-0.6064193972253015,0.06775857001385115,-1.5279871161766627,0.5839241910986421,-0.15297527491513666,0.2591346990176949,1.566950541269194,-0.10775256498764024,-1.9596828834260758,5
3.8524843648659077,0.2576307918697244,0.9739457138368637,0.03232665474134347,1.294905338930071,-0.07075703047540918,-0.4589528889297719,3.2922704969381202,-0.26738217621664584,0.3559519639486169,-0.5595441159679818,-0.841883610894869,-1.4418550566949684,-2.3225753205607074,-0.7104703203034294,0.7123176196060622,2
0.33891956789950967,-1.5775134987360537,-1.1644801484656424,0.7486614905693997,1.3033156218147184,1.3211362936326734,2.0340545185916774,-0.6200705731841,-0.36427974660728357,-1.597051934632236,0.6936855838832867,-0.5401484636519477,-0.0805892415401817,1.418495221067879,-1.014117371208829,-1.9143217121244722,5
3.7331876868333933,-2.7784186116093927,0.45890823873258263,5.404982965200999,-0.1780407546124182,0.4782203504401705,0.8132165895556843,-0.5108690773073851,-1.3918713582917943,0.7974881096313567,-0.3423763823778225,1.8095525269827502,1.528102981864817,-0.3580066797584719,0.22176584114829118,-1.2129388812917972,5
-0.6280595948065925,-2.7186890214083483,0.6348415693497417,-1.1755949196014408,-2.316944306001398,-3.470672691648784,-1.9245207162825013,0.716816423266112,-1.1371180205330809,0.516993411493074,-0.14111251082872775,-1.1025858211205064,0.0697771452777235,-0.48903408277627275,-1.0634892106319778,0.2347552383101789,7
-2.569584001118749,1.627126583309258,-1.636181406187071,1.4948836774354253,-0.8100236463158131,-1.1206914238281878,-0.5334762235029487,1.6071721751850736,1.6664851154208902,-0.285219832909843,-0.11777426886989695,0.6884465650906697,-0.038091056562872545,-0.1531479258441779,-1.5956371764338286,0.3106441427316747,0
-5.271078805259745,0.06517265603635077,1.973331514126945,1.564331248283169,-0.5668883553224715,0.21351112437684713,1.3258415554526826,1.2552395318382683,-0.7312263522022733,0.387474632165307,-1.490175649754391,-0.4781996222634334,-0.157436596730221,0.06336792887144967,-0.2844983933044679,0.5343225244325538,4
-0.4056329433063742,4.236089797337331,2.0061621794656914,0.8992074306430653,1.9762769246362644,-0.9075755922426056,0.5106453185787716,-2.4226547836241807,-1.1096118026412227,0.45017144501188017,1.3242493044152712,0.9705249599328397,-1.4785390443855777,0.002689964059348708,1.2321857376916239,0.2836535878080492,6
